id,id_charger,id_connector_type,in_use,output_voltage,output_current
16246fce-9664-4ddf-8997-ae1037ef4304,95ceebcf-6835-49de-9358-2ab6d652fb3d,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
baec86c3-3179-48a7-bbf7-e6a310044015,95ceebcf-6835-49de-9358-2ab6d652fb3d,376107d4-df0e-4075-b722-ab952930189c,0,0,0
3e841d12-2840-429f-a566-2a07c0a428b9,95ceebcf-6835-49de-9358-2ab6d652fb3d,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
c10938a8-7bc5-4122-9310-8e8bf434b799,95ceebcf-6835-49de-9358-2ab6d652fb3d,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
a2b46291-4452-48e3-b02b-c49af42fb0db,95ceebcf-6835-49de-9358-2ab6d652fb3d,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
4fd5bfa6-b07e-49f0-b9ad-786c4dc805cf,95ceebcf-6835-49de-9358-2ab6d652fb3d,f3afdbdf-7145-43d3-a02b-341722984d69,0,0,0
ae07aea3-6768-4f5b-9a0b-7feb96793985,95ceebcf-6835-49de-9358-2ab6d652fb3d,2242344c-a4e9-4407-93f4-1cf31248c922,0,0,0
cb044ecc-6296-4419-8907-ff0706b3329a,efddb775-eeca-4ac2-ad7d-8659eb514671,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
29eb9d45-5ffd-45a0-ba20-14c11b29b795,efddb775-eeca-4ac2-ad7d-8659eb514671,376107d4-df0e-4075-b722-ab952930189c,0,0,0
e7cb1f74-3521-422c-8b30-b07675d98fee,efddb775-eeca-4ac2-ad7d-8659eb514671,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
0d0c06ff-db30-4231-b567-2f62915fc73c,efddb775-eeca-4ac2-ad7d-8659eb514671,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
3bd82f2c-58b5-466e-b8b1-9289166ceb1a,efddb775-eeca-4ac2-ad7d-8659eb514671,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
32af0bec-568c-4a54-ae4a-af303b6356a1,efddb775-eeca-4ac2-ad7d-8659eb514671,f3afdbdf-7145-43d3-a02b-341722984d69,0,0,0
3e1a94ef-4c7a-4992-862d-82bf18d16f18,59c2e17c-15ce-4df0-b9c8-a2e087c10b12,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
c1fc92ca-156a-4437-a64e-77d9ce49ef24,12677d70-d4e4-4209-9c0e-3bdf766ec763,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
0a5888e1-ce12-4a1e-bb9f-7fa0d6583a85,12677d70-d4e4-4209-9c0e-3bdf766ec763,376107d4-df0e-4075-b722-ab952930189c,0,0,0
3443517d-03c6-406a-9104-083ce284a080,12677d70-d4e4-4209-9c0e-3bdf766ec763,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
647906ee-b1cc-4873-86c7-2ccf2ed98bc2,12677d70-d4e4-4209-9c0e-3bdf766ec763,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
59f9f506-53d8-4257-af71-385f305403bb,12677d70-d4e4-4209-9c0e-3bdf766ec763,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
66cbf54c-ca75-4c60-85ed-cd86f6aa6a93,12677d70-d4e4-4209-9c0e-3bdf766ec763,f3afdbdf-7145-43d3-a02b-341722984d69,0,0,0
f5396be7-43b0-46c2-bb95-f4fe4a0c5a48,48231d6d-0436-4870-9598-4decef30f88d,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
e89ca595-0f40-4b06-a1ef-a41587548334,f842dd7a-58ba-4ff9-83ce-947ba5a34ec8,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
3dc527ba-0dfd-40bb-8079-eb4273392d18,f842dd7a-58ba-4ff9-83ce-947ba5a34ec8,376107d4-df0e-4075-b722-ab952930189c,0,0,0
d79b4a30-caae-4e17-88d2-7ba87ddb789b,f842dd7a-58ba-4ff9-83ce-947ba5a34ec8,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
630afca3-b08f-4ea0-a968-2e38fd6f79e9,f842dd7a-58ba-4ff9-83ce-947ba5a34ec8,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
f0553d79-65d8-4027-aa93-34cb520c0d70,00e2e13a-3a77-4e4c-b39d-9814a24d33b3,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
06601798-142f-4c79-a861-e880981c5cca,00e2e13a-3a77-4e4c-b39d-9814a24d33b3,376107d4-df0e-4075-b722-ab952930189c,0,0,0
c97425f8-7c46-4c8d-b6e2-d1095f4f2fdc,00e2e13a-3a77-4e4c-b39d-9814a24d33b3,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
3bb1c822-b110-4003-9f9c-ecc2a71f4001,00e2e13a-3a77-4e4c-b39d-9814a24d33b3,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
e4a42298-6240-4e8f-9a02-4349c5cf6d52,00e2e13a-3a77-4e4c-b39d-9814a24d33b3,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
36923b9d-7247-4894-b1a4-993a23d51a42,00e2e13a-3a77-4e4c-b39d-9814a24d33b3,f3afdbdf-7145-43d3-a02b-341722984d69,0,0,0
f474f339-21fc-44fb-b777-f00a539cc770,00e2e13a-3a77-4e4c-b39d-9814a24d33b3,2242344c-a4e9-4407-93f4-1cf31248c922,0,0,0
4fcba417-6636-445d-9cd1-d294db2d70f0,385983a3-86bd-4ac3-a563-c485b0c75472,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
9ef4a570-132f-4b84-9681-5fc327f47dfd,385983a3-86bd-4ac3-a563-c485b0c75472,376107d4-df0e-4075-b722-ab952930189c,0,0,0
4035f101-52e3-418a-9acc-c2651d194167,385983a3-86bd-4ac3-a563-c485b0c75472,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
fe10f1b6-a81c-4d5d-9900-a8059143a153,385983a3-86bd-4ac3-a563-c485b0c75472,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
eeab7b65-b540-468a-a4c9-dadc702333da,385983a3-86bd-4ac3-a563-c485b0c75472,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
964c13a2-c0d4-4017-be43-757e8f8cded9,385983a3-86bd-4ac3-a563-c485b0c75472,f3afdbdf-7145-43d3-a02b-341722984d69,0,0,0
c7eb958e-9c04-4baa-a6ef-568759086517,385983a3-86bd-4ac3-a563-c485b0c75472,2242344c-a4e9-4407-93f4-1cf31248c922,0,0,0
1a94caff-322b-43a0-b55e-adc3da7ac503,385983a3-86bd-4ac3-a563-c485b0c75472,8f8156e0-dfad-4fb6-8add-cb677f0c4d4a,0,0,0
58fdc72e-8f28-4215-b9a5-2d0207063863,29459344-96fb-4f48-952e-2d1069f56003,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
f4979f0d-e3e5-429d-9200-2b14b75a4cff,4a8a8373-a23c-454a-bc83-dea8a3c2c607,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
09fd2cdd-a8e0-458d-a72b-385ee28f0187,4a8a8373-a23c-454a-bc83-dea8a3c2c607,376107d4-df0e-4075-b722-ab952930189c,0,0,0
09490289-3d53-4042-ad5a-d8f5cfb23120,4a8a8373-a23c-454a-bc83-dea8a3c2c607,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
bd136fe1-6676-4e32-b579-0ae8d950795e,4a8a8373-a23c-454a-bc83-dea8a3c2c607,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
a5bae4a6-bb75-4ab8-9b04-fcad55c6dbb1,4a8a8373-a23c-454a-bc83-dea8a3c2c607,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
e2aa103f-2085-428f-b71d-3bdd84cfcb6e,4a8a8373-a23c-454a-bc83-dea8a3c2c607,f3afdbdf-7145-43d3-a02b-341722984d69,0,0,0
3b625835-7227-45d1-986b-51c975b6117d,4a8a8373-a23c-454a-bc83-dea8a3c2c607,2242344c-a4e9-4407-93f4-1cf31248c922,0,0,0
b519f455-7368-4a2e-8945-b0ca59f8909a,4a8a8373-a23c-454a-bc83-dea8a3c2c607,8f8156e0-dfad-4fb6-8add-cb677f0c4d4a,0,0,0
d22b7c3c-b596-47dc-b549-a63cfdc63709,9f2bb29a-bd98-4e91-98e2-409ac4c6a256,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
84f1ff79-2cac-4b6b-9c98-bd8c1617218f,9f2bb29a-bd98-4e91-98e2-409ac4c6a256,376107d4-df0e-4075-b722-ab952930189c,0,0,0
109deb8c-ec89-41bd-9f8e-5969afb8617f,9f2bb29a-bd98-4e91-98e2-409ac4c6a256,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
1eaed8b7-bd85-4162-8e27-83c1662351ad,ca139d63-9fe2-4def-b521-433908d707fd,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
8497f513-9000-4aa0-bf85-50f74e8c6c46,ca139d63-9fe2-4def-b521-433908d707fd,376107d4-df0e-4075-b722-ab952930189c,0,0,0
30d03377-fde6-46d9-8939-ffa02c127cf0,ca139d63-9fe2-4def-b521-433908d707fd,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
4193b724-8c7f-460f-8f6c-d59f488dec75,ca139d63-9fe2-4def-b521-433908d707fd,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
d171cfe0-4654-48b6-80c7-888d5cf6ae70,ca139d63-9fe2-4def-b521-433908d707fd,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
7525b17c-37cf-4e28-95d3-86d6201e9166,ca139d63-9fe2-4def-b521-433908d707fd,f3afdbdf-7145-43d3-a02b-341722984d69,0,0,0
2ae16e0f-8bf2-48e2-88f4-6ac50f3aa0da,ca139d63-9fe2-4def-b521-433908d707fd,2242344c-a4e9-4407-93f4-1cf31248c922,0,0,0
6bbd7937-1722-40d3-b2d4-1221e07c2cda,e3395791-da31-48d7-81c1-118f885e3036,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
0f39376c-9d6f-4976-b655-270bdb380ca0,e3395791-da31-48d7-81c1-118f885e3036,376107d4-df0e-4075-b722-ab952930189c,0,0,0
c3730535-05ac-4865-b82f-1a176becfb34,e3395791-da31-48d7-81c1-118f885e3036,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
0d78f97f-28e4-4e16-ba11-9d9e540d09a1,68de19c3-8ea7-4a7a-b859-7ca64902f70f,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
90fe3aeb-27f5-4004-95f3-3f136139982b,68de19c3-8ea7-4a7a-b859-7ca64902f70f,376107d4-df0e-4075-b722-ab952930189c,0,0,0
09cce136-977b-4799-8fb7-a37b73f43a12,68de19c3-8ea7-4a7a-b859-7ca64902f70f,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
a23a9f91-0287-4366-82a2-dfdffd789eae,68de19c3-8ea7-4a7a-b859-7ca64902f70f,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
d3bdbf33-8dd0-4959-931c-21c9cc56a52c,68de19c3-8ea7-4a7a-b859-7ca64902f70f,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
37034a7c-6d9f-4078-85e7-b5fa485a2671,27dc1142-99b1-4aad-9475-e79801fee33f,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
04010cbf-a234-45b2-bcf9-66bcec69aa45,27dc1142-99b1-4aad-9475-e79801fee33f,376107d4-df0e-4075-b722-ab952930189c,0,0,0
dcfd8d87-d5ad-4e71-a1d9-ad768fb5d75c,27dc1142-99b1-4aad-9475-e79801fee33f,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
2a4de811-23eb-41d3-9c16-de7c6f0eefe3,27dc1142-99b1-4aad-9475-e79801fee33f,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
cabdfa0d-5481-403b-ab6a-267d639ee7d7,27dc1142-99b1-4aad-9475-e79801fee33f,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
8a0b1af2-f6cf-4faf-9183-d5a4302150de,27dc1142-99b1-4aad-9475-e79801fee33f,f3afdbdf-7145-43d3-a02b-341722984d69,0,0,0
e3f390be-fdaa-422a-951b-9762e425038b,27dc1142-99b1-4aad-9475-e79801fee33f,2242344c-a4e9-4407-93f4-1cf31248c922,0,0,0
8103b5a8-3629-43fb-a892-d90614f2e448,27dc1142-99b1-4aad-9475-e79801fee33f,8f8156e0-dfad-4fb6-8add-cb677f0c4d4a,0,0,0
5bffaee1-0f66-4d16-b65e-3105b4706c76,a1c43579-2123-4281-a8d1-023e1ebe2128,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
babf1373-437b-4f35-bed9-350eb573dbb3,a1c43579-2123-4281-a8d1-023e1ebe2128,376107d4-df0e-4075-b722-ab952930189c,0,0,0
10833ae7-ba7d-44a6-94b5-03c5444412a6,a1c43579-2123-4281-a8d1-023e1ebe2128,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
6705abf8-f54e-4e8d-9c5f-01e684f8ba88,be02f428-9861-4285-ab23-bb9bba17da2a,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
e227e75b-9e6d-4c2a-9435-8ddf1a9b6cb4,be02f428-9861-4285-ab23-bb9bba17da2a,376107d4-df0e-4075-b722-ab952930189c,0,0,0
704a5b88-a162-49bd-bf38-2aba6e4eb048,be02f428-9861-4285-ab23-bb9bba17da2a,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
f93a4011-669a-452b-a322-a0a8b6770778,be02f428-9861-4285-ab23-bb9bba17da2a,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
30dcc0dd-b4cc-44a1-b96f-f6194ccfedd8,be02f428-9861-4285-ab23-bb9bba17da2a,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
335afa04-6c2a-4c40-b461-0c3e673a5d60,e680fd05-c5a2-4fa3-a364-3bd70066d03f,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
18ed6fa3-0b7a-4e4d-9221-36e8f081063c,e680fd05-c5a2-4fa3-a364-3bd70066d03f,376107d4-df0e-4075-b722-ab952930189c,0,0,0
7f9f2704-e3f9-41cb-b819-1f1bfcb1c977,e680fd05-c5a2-4fa3-a364-3bd70066d03f,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
201db7f3-5bd6-4bc5-a8be-56ab22da9835,e680fd05-c5a2-4fa3-a364-3bd70066d03f,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
35eed28f-55af-4902-a876-de3c65295be0,58229332-bbfa-446f-8889-501f0803e482,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
6ab181ba-96a7-4ba7-aaf2-c62b71adfbaf,58229332-bbfa-446f-8889-501f0803e482,376107d4-df0e-4075-b722-ab952930189c,0,0,0
4c6f4d32-3a7a-4abb-b59a-9cd67ef2e261,58229332-bbfa-446f-8889-501f0803e482,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
f1c2d78a-6a7f-4625-8dc0-7706eda1b363,18f8ac22-22a4-4e68-8db5-3a8a47fe6562,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
d51f7b88-2be3-4f46-b0e9-8947414a8693,d597295c-2620-4e90-ad31-c3b59a100f87,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
ef5bb564-b444-4d35-92f4-ec1493b3f1c7,d597295c-2620-4e90-ad31-c3b59a100f87,376107d4-df0e-4075-b722-ab952930189c,0,0,0
feecae1b-8905-4060-8f0f-4f5803b25447,d597295c-2620-4e90-ad31-c3b59a100f87,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
70460aa0-7ec1-48ad-9196-1874fb40db28,d597295c-2620-4e90-ad31-c3b59a100f87,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
58aae1c3-19a4-40f8-8c38-00e48a8e9235,d597295c-2620-4e90-ad31-c3b59a100f87,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
c318c79c-34bd-408f-8235-5b0d95ee296f,d597295c-2620-4e90-ad31-c3b59a100f87,f3afdbdf-7145-43d3-a02b-341722984d69,0,0,0
33ff9b98-9c1b-464f-bab4-ce7d50c21c6c,d597295c-2620-4e90-ad31-c3b59a100f87,2242344c-a4e9-4407-93f4-1cf31248c922,0,0,0
96e8818b-ba21-4ffa-afe9-9fe415ffbc32,bd455024-cd37-4206-924a-9d821151079b,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
485704c8-4c19-49bf-8cce-77c1d1aaf49d,bd455024-cd37-4206-924a-9d821151079b,376107d4-df0e-4075-b722-ab952930189c,0,0,0
aa5d291e-6bd2-4378-8ef3-4b547748d855,bd455024-cd37-4206-924a-9d821151079b,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
9aa4fb95-0c4f-4283-8592-eb793e04801a,bd455024-cd37-4206-924a-9d821151079b,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
6589e166-614f-44b8-818d-ac3a3e2c59ff,5111beb2-4e33-4043-b372-b2cb6350c175,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
445ce8f4-8ade-4d0c-b7a9-cd8054c2e1e4,1e6dcbd2-cc43-4bb9-a002-3068b8b33eee,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
88c539fb-63bd-433f-9f0a-3c2d7c47689b,1e6dcbd2-cc43-4bb9-a002-3068b8b33eee,376107d4-df0e-4075-b722-ab952930189c,0,0,0
d2e328db-c8a1-4de6-816f-ced0bd03b0a1,1e6dcbd2-cc43-4bb9-a002-3068b8b33eee,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
cd352eff-4597-4094-9178-3be43855a658,1e6dcbd2-cc43-4bb9-a002-3068b8b33eee,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
7ea348f6-b7b5-4289-a26e-e7d64eb4b8d2,1e6dcbd2-cc43-4bb9-a002-3068b8b33eee,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
775ca2e3-60d1-4f6b-9b84-cecc7f54d945,1e6dcbd2-cc43-4bb9-a002-3068b8b33eee,f3afdbdf-7145-43d3-a02b-341722984d69,0,0,0
820d31e5-68de-447e-9e11-dfce2943d75d,1e6dcbd2-cc43-4bb9-a002-3068b8b33eee,2242344c-a4e9-4407-93f4-1cf31248c922,0,0,0
0ea6ff80-8339-4235-920e-cdf0830b3fbb,1e6dcbd2-cc43-4bb9-a002-3068b8b33eee,8f8156e0-dfad-4fb6-8add-cb677f0c4d4a,0,0,0
879c58cf-9dd4-4330-82c6-53fa9b021457,50b94806-d71b-463e-968c-c0bdadd349bb,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
1cc4ce33-f037-40fa-9f41-692205a3a21e,50b94806-d71b-463e-968c-c0bdadd349bb,376107d4-df0e-4075-b722-ab952930189c,0,0,0
039393dc-8a17-48d4-baf9-f3f761a8df48,50b94806-d71b-463e-968c-c0bdadd349bb,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
b9ca58a9-4e4f-4d08-88ef-12e8ba0cd872,50b94806-d71b-463e-968c-c0bdadd349bb,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
679b44d6-cd44-4f6b-84a4-666394c84cca,50b94806-d71b-463e-968c-c0bdadd349bb,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
1660b582-483a-4ed9-a613-68bdc82aff1f,50b94806-d71b-463e-968c-c0bdadd349bb,f3afdbdf-7145-43d3-a02b-341722984d69,0,0,0
2dd4d26f-7a75-4b10-bfe7-dc5de8169392,16cf217f-9834-48c1-8e9e-d2ac9fc71911,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
218e4349-127c-4d2a-a450-0d02c4d860a2,16cf217f-9834-48c1-8e9e-d2ac9fc71911,376107d4-df0e-4075-b722-ab952930189c,0,0,0
a8a8ab53-c71b-40a8-a48d-5738f3640b09,16cf217f-9834-48c1-8e9e-d2ac9fc71911,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
196ff202-914c-476b-bbba-c7b4bf0ee9dc,16cf217f-9834-48c1-8e9e-d2ac9fc71911,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
a2a44794-46ba-4f6d-88f5-a2ad094a8545,6172a17b-545b-41e1-b8e8-d1d29b778b0e,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
c0c90474-7805-407e-83a8-37680e261453,6172a17b-545b-41e1-b8e8-d1d29b778b0e,376107d4-df0e-4075-b722-ab952930189c,0,0,0
d9299641-96e0-45d6-a16b-50efb6d09f6b,6172a17b-545b-41e1-b8e8-d1d29b778b0e,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
b7219a4c-02e4-4f1e-9f14-f964f29bc0ae,5916f753-1cb7-43ed-b96a-653f45eb68c9,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
d5d3cd18-e99e-4ff0-8b50-2d113a9eb3cf,5916f753-1cb7-43ed-b96a-653f45eb68c9,376107d4-df0e-4075-b722-ab952930189c,0,0,0
47253436-ddad-4551-bfbf-d8551a45c42c,5916f753-1cb7-43ed-b96a-653f45eb68c9,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
8b0458ab-5f20-4ce3-b738-972eaf853c44,5916f753-1cb7-43ed-b96a-653f45eb68c9,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
313ffd3a-a165-4228-9976-a8fa41e96221,5916f753-1cb7-43ed-b96a-653f45eb68c9,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
8e8d68cd-eb7a-4da7-b2d4-f8f3298f4b67,5916f753-1cb7-43ed-b96a-653f45eb68c9,f3afdbdf-7145-43d3-a02b-341722984d69,0,0,0
7d16e87a-ff5c-4fbd-bd4a-322b250db294,ea9aa46b-523a-4a55-abb5-fd222abb5c34,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
0a414dcf-bc15-49eb-b565-f2896310595a,741833bd-745e-4eff-a4a2-605b868f589b,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
4c132e31-24f8-4436-8ac8-f5446a087135,741833bd-745e-4eff-a4a2-605b868f589b,376107d4-df0e-4075-b722-ab952930189c,0,0,0
807563dd-dd9e-4a76-b5d1-4fa12058a004,741833bd-745e-4eff-a4a2-605b868f589b,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
0f859a15-d0b4-4469-bb88-d476007ffd63,3324e396-dc91-4856-a1b0-52b27688a3b1,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
d9da3cae-98d2-4b46-8abc-8dec602488e4,3324e396-dc91-4856-a1b0-52b27688a3b1,376107d4-df0e-4075-b722-ab952930189c,0,0,0
f5634b34-26cf-4c49-95e5-ba50f4e9007f,3324e396-dc91-4856-a1b0-52b27688a3b1,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
453e5c40-61ad-4a20-bbb5-dbb553df5275,3324e396-dc91-4856-a1b0-52b27688a3b1,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
1be47048-e8e8-4906-b65d-fcd6072b6dd7,3d61a7e3-57d2-4d05-b80e-f155affea32d,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
5f845c42-9798-47f6-b121-ab63c33edf10,3d61a7e3-57d2-4d05-b80e-f155affea32d,376107d4-df0e-4075-b722-ab952930189c,0,0,0
d8e39f6e-e0a7-4f60-b3e5-5c0daefe68fd,51d77c73-7975-49a0-938f-cf5673e44488,f9cf50c3-4830-4bf9-bc8b-4fcf9589e169,0,0,0
08734d9e-f2bd-45b8-a0b3-1201b96bcfd3,51d77c73-7975-49a0-938f-cf5673e44488,376107d4-df0e-4075-b722-ab952930189c,0,0,0
087614e7-2253-41fc-942e-e2c2688f9469,51d77c73-7975-49a0-938f-cf5673e44488,5192f1a5-4cdd-45b3-892f-e7e47dae4255,0,0,0
c25b8cd5-c4c0-4cac-8329-e0a30923f49d,51d77c73-7975-49a0-938f-cf5673e44488,0515c680-a1bb-4a8a-8e58-4a1e890b632f,0,0,0
c3051dab-e830-4d8d-b972-b40c43386d11,51d77c73-7975-49a0-938f-cf5673e44488,eda510df-627a-4f89-940c-aa31ac17d13d,0,0,0
5be201a3-33bf-44d4-a813-58c21fcc48fe,51d77c73-7975-49a0-938f-cf5673e44488,f3afdbdf-7145-43d3-a02b-341722984d69,0,0,0
